Id,Category
0,0
1,4
2,10
3,9
4,7
5,3
6,9
7,9
8,3
9,2
10,0
11,0
12,0
13,10
14,5
15,9
16,1
17,1
18,0
19,9
20,3
21,5
22,1
23,9
24,9
25,3
26,10
27,4
28,7
29,1
30,5
31,5
32,1
33,2
34,5
35,1
36,5
37,10
38,10
39,5
40,7
41,1
42,5
43,10
44,2
45,1
46,5
47,3
48,10
49,9
50,10
51,1
52,3
53,1
54,0
55,8
56,7
57,9
58,6
59,9
60,2
61,4
62,2
63,3
64,10
65,8
66,1
67,9
68,4
69,10
70,5
71,5
72,5
73,1
74,5
75,7
76,4
77,1
78,2
79,5
80,0
81,0
82,5
83,1
84,7
85,0
86,4
87,4
88,9
89,5
90,5
91,4
92,0
93,2
94,0
95,7
96,1
97,2
98,6
99,10
100,1
101,9
102,5
103,2
104,0
105,9
106,6
107,5
108,9
109,0
110,5
111,5
112,5
113,3
114,9
115,4
116,9
117,6
118,9
119,3
120,1
121,5
122,3
123,2
124,0
125,2
126,2
127,5
128,1
129,9
130,5
131,0
132,10
133,3
134,1
135,2
136,9
137,10
138,10
139,1
140,1
141,4
142,2
143,5
144,1
145,0
146,5
147,5
148,9
149,5
150,5
151,1
152,0
153,3
154,9
155,1
156,1
157,0
158,8
159,0
160,5
161,5
162,5
163,5
164,10
165,0
166,5
167,8
168,3
169,9
170,8
171,1
172,4
173,4
174,1
175,2
176,2
177,10
178,8
179,6
180,9
181,8
182,9
183,5
184,10
185,9
186,10
187,0
188,1
189,4
190,7
191,1
192,1
193,4
194,0
195,5
196,8
197,9
198,4
199,4
200,9
201,8
202,2
203,7
204,4
205,0
206,7
207,4
208,2
209,4
210,4
211,2
212,10
213,2
214,2
215,0
216,10
217,1
218,6
219,5
220,2
221,2
222,2
223,7
224,5
225,0
226,1
227,5
228,6
229,3
230,4
231,9
232,7
233,5
234,3
235,9
236,0
237,10
238,1
239,4
240,0
241,0
242,0
243,4
244,6
245,10
246,0
247,0
248,10
249,0
250,9
251,3
252,5
253,9
254,5
255,0
256,0
257,9
258,1
259,0
260,10
261,1
262,10
263,10
264,4
265,4
266,1
267,3
268,9
269,9
270,1
271,3
272,10
273,0
274,5
275,9
276,9
277,5
278,5
279,9
280,9
281,9
282,2
283,0
284,10
285,0
286,2
287,4
288,9
289,10
290,9
291,0
292,8
293,10
294,0
295,6
296,7
297,5
298,10
299,5
300,0
301,9
302,0
303,1
304,0
305,10
306,2
307,7
308,9
309,3
310,9
311,0
312,9
313,8
314,8
315,0
316,7
317,4
318,5
319,9
320,3
321,2
322,5
323,9
324,4
325,3
326,2
327,6
328,10
329,4
330,1
331,0
332,10
333,9
334,1
335,2
336,1
337,2
338,5
339,10
340,9
341,6
342,5
343,3
344,0
345,4
346,4
347,6
348,0
349,9
350,10
351,10
352,6
353,2
354,7
355,9
356,3
357,10
358,10
359,4
360,4
361,5
362,10
363,5
364,8
365,2
366,4
367,0
368,10
369,0
370,5
371,4
372,2
373,4
374,6
375,0
376,5
377,9
378,7
379,5
380,10
381,6
382,4
383,9
384,4
385,3
386,9
387,10
388,10
389,0
390,1
391,0
392,10
393,10
394,7
395,2
396,10
397,8
398,8
399,1
400,9
401,4
402,9
403,2
404,6
405,3
406,10
407,5
408,5
409,4
410,0
411,7
412,3
413,7
414,3
415,7
416,0
417,4
418,3
419,0
420,5
421,4
422,2
423,10
424,3
425,9
426,6
427,4
428,9
429,9
430,5
431,0
432,4
433,5
434,9
435,2
436,8
437,3
438,4
439,5
440,10
441,4
442,1
443,2
444,2
445,3
446,0
447,9
448,0
449,2
450,4
451,9
452,0
453,9
454,6
455,6
456,5
457,0
458,8
459,10
460,10
461,9
462,10
463,4
464,4
465,0
466,7
467,7
468,9
469,0
470,5
471,4
472,2
473,2
474,9
475,5
476,6
477,2
478,9
479,0
480,5
481,4
482,3
483,1
484,10
485,5
486,9
487,9
488,2
489,9
490,3
491,5
492,7
493,2
494,2
495,5
496,10
497,9
498,7
499,10
500,3
501,9
502,5
503,9
504,4
505,7
506,5
507,10
508,10
509,2
510,2
511,9
512,9
513,4
514,9
515,2
516,4
517,9
518,5
519,3
520,3
521,8
522,7
523,1
524,2
525,2
526,9
527,9
528,6
529,0
530,4
531,0
532,0
533,5
534,7
535,10
536,1
537,5
538,1
539,2
540,2
541,9
542,5
543,3
544,9
545,1
546,0
547,5
548,3
549,4
550,9
551,2
552,1
553,0
554,4
555,10
556,1
557,5
558,3
559,5
560,9
561,1
562,5
563,8
564,0
565,4
566,5
567,5
568,5
569,3
570,5
571,0
572,2
573,5
574,2
575,0
576,8
577,0
578,4
579,2
580,9
581,5
582,5
583,9
584,3
585,3
586,2
587,0
588,9
589,5
590,1
591,7
592,4
593,5
594,0
595,4
596,0
597,3
598,4
599,4
600,5
601,10
602,0
603,6
604,3
605,4
606,0
